380    	223    	1
394    	202    	1
419    	426    	1
405    	445    	1
431    	508    	1
428    	481    	1
669    	214    	2
690    	179    	2
698    	205    	2
678    	196    	2
712    	190    	2
734    	248    	2
703    	247    	2
677    	252    	2
685    	224    	2
718    	216    	2
706    	229    	2
653    	234    	2
637    	212    	2
649    	180    	2
658    	195    	2
656    	210    	2
675    	243    	2
693    	261    	2
713    	263    	2
727    	235    	2
693    	240    	2
663    	226    	2
603    	214    	2
617    	191    	2
617    	191    	2
598    	192    	2
598    	170    	2
612    	156    	2
632    	169    	2
630    	202    	2
552    	179    	2
553    	206    	2
545    	194    	2
614    	206    	2
619    	229    	2
639    	236    	2
649    	246    	2
650    	161    	2
670    	165    	2
613    	179    	2
640    	194    	2
666    	183    	2
694    	219    	2
536    	154    	2
447    	215    	2
446    	233    	2
482    	199    	2
446    	171    	2
464    	205    	2
465    	238    	2
506    	217    	2
490    	179    	2
469    	186    	2
497    	201    	2
537    	196    	2
517    	161    	2
502    	250    	2
487    	215    	2
469    	256    	2
526    	187    	2
517    	150    	2
492    	482    	2
473    	506    	2
512    	469    	2
531    	537    	2
527    	502    	2
487    	469    	2
500    	171    	2
481    	165    	2
426    	226    	2
468    	446    	2
510    	512    	2
530    	527    	2
494    	500    	2
445    	464    	2
493    	530    	2
431    	207    	2
508    	431    	2
